2020-07-09 19:09:20,059 p=12035 u=root n=ansible |  [ERROR]: User interrupted execution
2020-07-09 19:09:44,409 p=13235 u=root n=ansible | TASK [clean-logging : Stopping Elasticsearch operator] *****************************************************************************************
2020-07-09 19:09:44,496 p=13235 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:09:44,529 p=13235 u=root n=ansible | TASK [clean-logging : Deleting Persistent Volume] **********************************************************************************************
2020-07-09 19:09:44,617 p=13235 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:09:44,651 p=13235 u=root n=ansible | TASK [clean-logging : Deleting Storage Class] **************************************************************************************************
2020-07-09 19:09:44,739 p=13235 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:09:44,774 p=13235 u=root n=ansible | TASK [clean-logging : Deleting Namespace] ******************************************************************************************************
2020-07-09 19:09:44,862 p=13235 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:09:44,895 p=13235 u=root n=ansible | TASK [clean-logging : Removing /tmp/files] *****************************************************************************************************
2020-07-09 19:09:45,183 p=13235 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:09:45,190 p=13235 u=root n=ansible | PLAY [Clean k8s cluster] ***********************************************************************************************************************
2020-07-09 19:09:45,228 p=13235 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************
2020-07-09 19:09:46,183 p=13235 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:09:46,216 p=13235 u=root n=ansible | TASK [clean-k8s-cluster : check for kubelet] ***************************************************************************************************
2020-07-09 19:09:46,576 p=13235 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:09:46,612 p=13235 u=root n=ansible | TASK [clean-k8s-cluster : reset k8s] ***********************************************************************************************************
2020-07-09 19:09:46,701 p=13235 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:09:46,708 p=13235 u=root n=ansible | PLAY [Reset worker-nodes] **********************************************************************************************************************
2020-07-09 19:09:46,719 p=13235 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************
2020-07-09 19:09:47,745 p=13235 u=root n=ansible | ok: [10.10.120.203]
2020-07-09 19:09:47,754 p=13235 u=root n=ansible | ok: [10.10.120.204]
2020-07-09 19:09:47,778 p=13235 u=root n=ansible | TASK [clean-k8s-worker-reset : check for kubelet] **********************************************************************************************
2020-07-09 19:09:48,109 p=13235 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:09:48,111 p=13235 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:09:48,145 p=13235 u=root n=ansible | TASK [clean-k8s-worker-reset : reset k8s] ******************************************************************************************************
2020-07-09 19:09:48,238 p=13235 u=root n=ansible | skipping: [10.10.120.203]
2020-07-09 19:09:48,257 p=13235 u=root n=ansible | skipping: [10.10.120.204]
2020-07-09 19:09:48,264 p=13235 u=root n=ansible | PLAY [unistall pre-requisites for k8s] *********************************************************************************************************
2020-07-09 19:09:48,302 p=13235 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************
2020-07-09 19:09:49,187 p=13235 u=root n=ansible | ok: [10.10.120.203]
2020-07-09 19:09:49,196 p=13235 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:09:49,225 p=13235 u=root n=ansible | ok: [10.10.120.204]
2020-07-09 19:09:49,257 p=13235 u=root n=ansible | TASK [clean-k8s-pre : Uninstalling K8s] ********************************************************************************************************
2020-07-09 19:09:49,342 p=14196 u=root n=ansible | [DEPRECATION WARNING]: Invoking "yum" only once while using a loop via squash_actions is deprecated. Instead of using a loop to supply multiple
 items and specifying `name: "{{ item }}"`, please use `name: ['kubeadm', 'kubectl', 'kubelet', 'docker-ce']` and remove the loop. This feature
 will be removed in version 2.11. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2020-07-09 19:09:49,373 p=14197 u=root n=ansible | [DEPRECATION WARNING]: Invoking "yum" only once while using a loop via squash_actions is deprecated. Instead of using a loop to supply multiple
 items and specifying `name: "{{ item }}"`, please use `name: ['kubeadm', 'kubectl', 'kubelet', 'docker-ce']` and remove the loop. This feature
 will be removed in version 2.11. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2020-07-09 19:09:49,402 p=14198 u=root n=ansible | [DEPRECATION WARNING]: Invoking "yum" only once while using a loop via squash_actions is deprecated. Instead of using a loop to supply multiple
 items and specifying `name: "{{ item }}"`, please use `name: ['kubeadm', 'kubectl', 'kubelet', 'docker-ce']` and remove the loop. This feature
 will be removed in version 2.11. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2020-07-09 19:09:50,299 p=13235 u=root n=ansible | ok: [10.10.120.203] => (item=[u'kubeadm', u'kubectl', u'kubelet', u'docker-ce'])
2020-07-09 19:09:50,360 p=13235 u=root n=ansible | ok: [10.10.120.204] => (item=[u'kubeadm', u'kubectl', u'kubelet', u'docker-ce'])
2020-07-09 19:09:50,408 p=13235 u=root n=ansible | ok: [10.10.120.211] => (item=[u'kubeadm', u'kubectl', u'kubelet', u'docker-ce'])
2020-07-09 19:09:50,441 p=13235 u=root n=ansible | TASK [clean-k8s-pre : Enabling Swap on all nodes] **********************************************************************************************
2020-07-09 19:09:50,711 p=13235 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:09:50,714 p=13235 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:09:50,732 p=13235 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:09:50,755 p=13235 u=root n=ansible | TASK [clean-k8s-pre : Starting firewall] *******************************************************************************************************
2020-07-09 19:09:51,645 p=13235 u=root n=ansible | ok: [10.10.120.203]
2020-07-09 19:09:51,669 p=13235 u=root n=ansible | ok: [10.10.120.204]
2020-07-09 19:09:51,722 p=13235 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:09:51,755 p=13235 u=root n=ansible | TASK [clean-k8s-pre : removing Docker repo] ****************************************************************************************************
2020-07-09 19:09:52,265 p=13235 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:09:52,312 p=13235 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:09:52,358 p=13235 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:09:52,390 p=13235 u=root n=ansible | TASK [clean-k8s-pre : removing repository details in Kubernetes repo file.] ********************************************************************
2020-07-09 19:09:52,941 p=13235 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:09:52,942 p=13235 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:09:52,943 p=13235 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:09:52,946 p=13235 u=root n=ansible | PLAY RECAP *************************************************************************************************************************************
2020-07-09 19:09:52,947 p=13235 u=root n=ansible | 10.10.120.203              : ok=8    changed=4    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2020-07-09 19:09:52,947 p=13235 u=root n=ansible | 10.10.120.204              : ok=8    changed=4    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2020-07-09 19:09:52,947 p=13235 u=root n=ansible | 10.10.120.211              : ok=12   changed=7    unreachable=0    failed=0    skipped=16   rescued=0    ignored=0   
2020-07-09 19:10:09,140 p=14302 u=root n=ansible | [WARNING]: Invalid characters were found in group names but not replaced, use -vvvv to see details

2020-07-09 19:10:09,637 p=14302 u=root n=ansible | PLAY [Clean EFK setup] *************************************************************************************************************************
2020-07-09 19:10:09,654 p=14302 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************
2020-07-09 19:10:11,216 p=14302 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:10:11,246 p=14302 u=root n=ansible | TASK [clean-logging : check for kubelet] *******************************************************************************************************
2020-07-09 19:10:11,822 p=14302 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:10:11,858 p=14302 u=root n=ansible | TASK [clean-logging : copy all yaml to /tmp/files/] ********************************************************************************************
2020-07-09 19:10:24,701 p=14302 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:10:24,734 p=14302 u=root n=ansible | TASK [clean-logging : Delete elastalert config configmap] **************************************************************************************
2020-07-09 19:10:24,832 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:24,865 p=14302 u=root n=ansible | TASK [clean-logging : Delete elastalert key configmap] *****************************************************************************************
2020-07-09 19:10:24,953 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:24,985 p=14302 u=root n=ansible | TASK [clean-logging : Delete elastalert rule configmap] ****************************************************************************************
2020-07-09 19:10:25,072 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:25,105 p=14302 u=root n=ansible | TASK [clean-logging : Delete elastalert pod] ***************************************************************************************************
2020-07-09 19:10:25,195 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:25,230 p=14302 u=root n=ansible | TASK [clean-logging : Delete fluentd configmap] ************************************************************************************************
2020-07-09 19:10:25,322 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:25,354 p=14302 u=root n=ansible | TASK [clean-logging : Delete fluentd pod] ******************************************************************************************************
2020-07-09 19:10:25,443 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:25,475 p=14302 u=root n=ansible | TASK [clean-logging : Delete nginx configmap] **************************************************************************************************
2020-07-09 19:10:25,564 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:25,597 p=14302 u=root n=ansible | TASK [clean-logging : Delete nginx key configmap] **********************************************************************************************
2020-07-09 19:10:25,686 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:25,718 p=14302 u=root n=ansible | TASK [clean-logging : Delete nginx pod] ********************************************************************************************************
2020-07-09 19:10:25,805 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:25,837 p=14302 u=root n=ansible | TASK [clean-logging : Stopping Kibana] *********************************************************************************************************
2020-07-09 19:10:25,927 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:25,959 p=14302 u=root n=ansible | TASK [clean-logging : Stopping Elasticsearch] **************************************************************************************************
2020-07-09 19:10:26,050 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:26,083 p=14302 u=root n=ansible | TASK [clean-logging : Stopping Elasticsearch operator] *****************************************************************************************
2020-07-09 19:10:26,172 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:26,203 p=14302 u=root n=ansible | TASK [clean-logging : Deleting Persistent Volume] **********************************************************************************************
2020-07-09 19:10:26,291 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:26,323 p=14302 u=root n=ansible | TASK [clean-logging : Deleting Storage Class] **************************************************************************************************
2020-07-09 19:10:26,412 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:26,444 p=14302 u=root n=ansible | TASK [clean-logging : Deleting Namespace] ******************************************************************************************************
2020-07-09 19:10:26,533 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:26,567 p=14302 u=root n=ansible | TASK [clean-logging : Removing /tmp/files] *****************************************************************************************************
2020-07-09 19:10:26,847 p=14302 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:10:26,853 p=14302 u=root n=ansible | PLAY [Clean k8s cluster] ***********************************************************************************************************************
2020-07-09 19:10:26,888 p=14302 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************
2020-07-09 19:10:27,843 p=14302 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:10:27,875 p=14302 u=root n=ansible | TASK [clean-k8s-cluster : check for kubelet] ***************************************************************************************************
2020-07-09 19:10:28,230 p=14302 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:10:28,263 p=14302 u=root n=ansible | TASK [clean-k8s-cluster : reset k8s] ***********************************************************************************************************
2020-07-09 19:10:28,355 p=14302 u=root n=ansible | skipping: [10.10.120.211]
2020-07-09 19:10:28,363 p=14302 u=root n=ansible | PLAY [Reset worker-nodes] **********************************************************************************************************************
2020-07-09 19:10:28,373 p=14302 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************
2020-07-09 19:10:29,402 p=14302 u=root n=ansible | ok: [10.10.120.203]
2020-07-09 19:10:29,410 p=14302 u=root n=ansible | ok: [10.10.120.204]
2020-07-09 19:10:29,439 p=14302 u=root n=ansible | TASK [clean-k8s-worker-reset : check for kubelet] **********************************************************************************************
2020-07-09 19:10:29,720 p=14302 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:10:29,822 p=14302 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:10:29,857 p=14302 u=root n=ansible | TASK [clean-k8s-worker-reset : reset k8s] ******************************************************************************************************
2020-07-09 19:10:29,950 p=14302 u=root n=ansible | skipping: [10.10.120.203]
2020-07-09 19:10:29,981 p=14302 u=root n=ansible | skipping: [10.10.120.204]
2020-07-09 19:10:29,985 p=14302 u=root n=ansible | PLAY [unistall pre-requisites for k8s] *********************************************************************************************************
2020-07-09 19:10:30,010 p=14302 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************
2020-07-09 19:10:30,834 p=14302 u=root n=ansible | ok: [10.10.120.203]
2020-07-09 19:10:30,849 p=14302 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:10:30,894 p=14302 u=root n=ansible | ok: [10.10.120.204]
2020-07-09 19:10:30,917 p=14302 u=root n=ansible | TASK [clean-k8s-pre : Uninstalling K8s] ********************************************************************************************************
2020-07-09 19:10:30,998 p=15255 u=root n=ansible | [DEPRECATION WARNING]: Invoking "yum" only once while using a loop via squash_actions is deprecated. Instead of using a loop to supply multiple
 items and specifying `name: "{{ item }}"`, please use `name: ['kubeadm', 'kubectl', 'kubelet', 'docker-ce']` and remove the loop. This feature
 will be removed in version 2.11. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2020-07-09 19:10:31,008 p=15254 u=root n=ansible | [DEPRECATION WARNING]: Invoking "yum" only once while using a loop via squash_actions is deprecated. Instead of using a loop to supply multiple
 items and specifying `name: "{{ item }}"`, please use `name: ['kubeadm', 'kubectl', 'kubelet', 'docker-ce']` and remove the loop. This feature
 will be removed in version 2.11. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2020-07-09 19:10:31,053 p=15256 u=root n=ansible | [DEPRECATION WARNING]: Invoking "yum" only once while using a loop via squash_actions is deprecated. Instead of using a loop to supply multiple
 items and specifying `name: "{{ item }}"`, please use `name: ['kubeadm', 'kubectl', 'kubelet', 'docker-ce']` and remove the loop. This feature
 will be removed in version 2.11. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2020-07-09 19:10:31,699 p=14302 u=root n=ansible | ok: [10.10.120.204] => (item=[u'kubeadm', u'kubectl', u'kubelet', u'docker-ce'])
2020-07-09 19:10:31,820 p=14302 u=root n=ansible | ok: [10.10.120.203] => (item=[u'kubeadm', u'kubectl', u'kubelet', u'docker-ce'])
2020-07-09 19:10:31,924 p=14302 u=root n=ansible | ok: [10.10.120.211] => (item=[u'kubeadm', u'kubectl', u'kubelet', u'docker-ce'])
2020-07-09 19:10:31,959 p=14302 u=root n=ansible | TASK [clean-k8s-pre : Enabling Swap on all nodes] **********************************************************************************************
2020-07-09 19:10:32,209 p=14302 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:10:32,224 p=14302 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:10:32,280 p=14302 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:10:32,317 p=14302 u=root n=ansible | TASK [clean-k8s-pre : Starting firewall] *******************************************************************************************************
2020-07-09 19:10:33,230 p=14302 u=root n=ansible | ok: [10.10.120.203]
2020-07-09 19:10:33,236 p=14302 u=root n=ansible | ok: [10.10.120.204]
2020-07-09 19:10:33,240 p=14302 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:10:33,271 p=14302 u=root n=ansible | TASK [clean-k8s-pre : removing Docker repo] ****************************************************************************************************
2020-07-09 19:10:33,761 p=14302 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:10:33,819 p=14302 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:10:33,823 p=14302 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:10:33,857 p=14302 u=root n=ansible | TASK [clean-k8s-pre : removing repository details in Kubernetes repo file.] ********************************************************************
2020-07-09 19:10:34,371 p=14302 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:10:34,385 p=14302 u=root n=ansible | ok: [10.10.120.204]
2020-07-09 19:10:34,388 p=14302 u=root n=ansible | ok: [10.10.120.203]
2020-07-09 19:10:34,391 p=14302 u=root n=ansible | PLAY RECAP *************************************************************************************************************************************
2020-07-09 19:10:34,392 p=14302 u=root n=ansible | 10.10.120.203              : ok=8    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2020-07-09 19:10:34,392 p=14302 u=root n=ansible | 10.10.120.204              : ok=8    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2020-07-09 19:10:34,392 p=14302 u=root n=ansible | 10.10.120.211              : ok=12   changed=6    unreachable=0    failed=0    skipped=16   rescued=0    ignored=0   
2020-07-09 19:10:56,107 p=15360 u=root n=ansible | [WARNING]: Invalid characters were found in group names but not replaced, use -vvvv to see details

2020-07-09 19:10:56,635 p=15360 u=root n=ansible | PLAY [Pre-requisites for k8s in all the nodes] *************************************************************************************************
2020-07-09 19:10:56,652 p=15360 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************
2020-07-09 19:10:58,128 p=15360 u=root n=ansible | ok: [10.10.120.204]
2020-07-09 19:10:58,134 p=15360 u=root n=ansible | ok: [10.10.120.203]
2020-07-09 19:10:58,141 p=15360 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:10:58,164 p=15360 u=root n=ansible | TASK [k8s-pre : Disabling Swap on all nodes] ***************************************************************************************************
2020-07-09 19:10:58,612 p=15360 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:10:58,613 p=15360 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:10:58,642 p=15360 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:10:58,668 p=15360 u=root n=ansible | TASK [k8s-pre : Commenting Swap entries in /etc/fstab] *****************************************************************************************
2020-07-09 19:10:59,092 p=15360 u=root n=ansible | ok: [10.10.120.204]
2020-07-09 19:10:59,098 p=15360 u=root n=ansible | ok: [10.10.120.203]
2020-07-09 19:10:59,109 p=15360 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:10:59,130 p=15360 u=root n=ansible | TASK [k8s-pre : Stopping firewall] *************************************************************************************************************
2020-07-09 19:11:01,087 p=15360 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:11:01,111 p=15360 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:11:01,192 p=15360 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:11:01,219 p=15360 u=root n=ansible | TASK [k8s-pre : Disabling SELinux on all nodes] ************************************************************************************************
2020-07-09 19:11:01,505 p=15360 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:11:01,515 p=15360 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:11:01,543 p=15360 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:11:01,567 p=15360 u=root n=ansible | TASK [k8s-pre : Installing Docker] *************************************************************************************************************
2020-07-09 19:11:02,276 p=15360 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:11:02,327 p=15360 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:11:02,361 p=15360 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:11:02,397 p=15360 u=root n=ansible | TASK [k8s-pre : Adding repository details in Kubernetes repo file.] ****************************************************************************
2020-07-09 19:11:02,997 p=15360 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:11:03,002 p=15360 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:11:03,012 p=15360 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:11:03,040 p=15360 u=root n=ansible | TASK [k8s-pre : Installing K8s] ****************************************************************************************************************
2020-07-09 19:12:01,947 p=15360 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:12:02,230 p=15360 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:12:06,521 p=15360 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:12:06,556 p=15360 u=root n=ansible | TASK [k8s-pre : Starting and Enabling the required services] ***********************************************************************************
2020-07-09 19:12:16,883 p=15360 u=root n=ansible | changed: [10.10.120.203] => (item=docker)
2020-07-09 19:12:17,144 p=15360 u=root n=ansible | changed: [10.10.120.203] => (item=kubelet)
2020-07-09 19:12:17,151 p=15360 u=root n=ansible | changed: [10.10.120.204] => (item=docker)
2020-07-09 19:12:17,259 p=15360 u=root n=ansible | changed: [10.10.120.211] => (item=docker)
2020-07-09 19:12:17,370 p=15360 u=root n=ansible | changed: [10.10.120.204] => (item=kubelet)
2020-07-09 19:12:17,509 p=15360 u=root n=ansible | changed: [10.10.120.211] => (item=kubelet)
2020-07-09 19:12:17,529 p=15360 u=root n=ansible | TASK [nfs : Create Directory for elasticserch] *************************************************************************************************
2020-07-09 19:12:17,907 p=15360 u=root n=ansible | ok: [10.10.120.204] => (item=data)
2020-07-09 19:12:17,959 p=15360 u=root n=ansible | ok: [10.10.120.203] => (item=data)
2020-07-09 19:12:17,966 p=15360 u=root n=ansible | ok: [10.10.120.211] => (item=data)
2020-07-09 19:12:18,109 p=15360 u=root n=ansible | ok: [10.10.120.204] => (item=master)
2020-07-09 19:12:18,122 p=15360 u=root n=ansible | ok: [10.10.120.211] => (item=master)
2020-07-09 19:12:18,140 p=15360 u=root n=ansible | ok: [10.10.120.203] => (item=master)
2020-07-09 19:12:18,157 p=15360 u=root n=ansible | TASK [nfs : Installing NFS server utils] *******************************************************************************************************
2020-07-09 19:12:18,731 p=15360 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:12:18,762 p=15360 u=root n=ansible | ok: [10.10.120.203]
2020-07-09 19:12:18,825 p=15360 u=root n=ansible | ok: [10.10.120.204]
2020-07-09 19:12:18,839 p=15360 u=root n=ansible | TASK [nfs : Edit /etc/export file for NFS] *****************************************************************************************************
2020-07-09 19:12:19,198 p=15360 u=root n=ansible | ok: [10.10.120.203] => (item={u'line': u'/srv/nfs/master   *(rw,sync,no_root_squash,no_subtree_check)'})
2020-07-09 19:12:19,200 p=15360 u=root n=ansible | ok: [10.10.120.211] => (item={u'line': u'/srv/nfs/master   *(rw,sync,no_root_squash,no_subtree_check)'})
2020-07-09 19:12:19,243 p=15360 u=root n=ansible | ok: [10.10.120.204] => (item={u'line': u'/srv/nfs/master   *(rw,sync,no_root_squash,no_subtree_check)'})
2020-07-09 19:12:19,358 p=15360 u=root n=ansible | ok: [10.10.120.211] => (item={u'line': u'/srv/nfs/data     *(rw,sync,no_root_squash,no_subtree_check)'})
2020-07-09 19:12:19,384 p=15360 u=root n=ansible | ok: [10.10.120.203] => (item={u'line': u'/srv/nfs/data     *(rw,sync,no_root_squash,no_subtree_check)'})
2020-07-09 19:12:19,432 p=15360 u=root n=ansible | ok: [10.10.120.204] => (item={u'line': u'/srv/nfs/data     *(rw,sync,no_root_squash,no_subtree_check)'})
2020-07-09 19:12:19,448 p=15360 u=root n=ansible | TASK [nfs : starting NFS service] **************************************************************************************************************
2020-07-09 19:12:19,976 p=15360 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:12:20,057 p=15360 u=root n=ansible | changed: [10.10.120.204]
2020-07-09 19:12:20,064 p=15360 u=root n=ansible | changed: [10.10.120.203]
2020-07-09 19:12:20,068 p=15360 u=root n=ansible | PLAY [master setup for k8s] ********************************************************************************************************************
2020-07-09 19:12:20,086 p=15360 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************
2020-07-09 19:12:20,909 p=15360 u=root n=ansible | ok: [10.10.120.211]
2020-07-09 19:12:20,922 p=15360 u=root n=ansible | TASK [k8s-master : Pulling images required for setting up a Kubernetes cluster] ****************************************************************
2020-07-09 19:12:26,509 p=15360 u=root n=ansible | changed: [10.10.120.211]
2020-07-09 19:12:26,524 p=15360 u=root n=ansible | TASK [k8s-master : Resetting kubeadm] **********************************************************************************************************
2020-07-09 19:12:26,852 p=15360 u=root n=ansible | changed: [10.10.120.211]
